TRANSACTION_ID,PRODUCT_ID,CUSTOMER_ID,STORE_ID,T_DATE,QUANTITY
9944,P-1059,C-14,S-2,2023-09-24,2
287,P-1080,C-14,S-7,2023-09-23,8
1369,P-1000,C-40,S-2,2023-09-23,9
2030,P-1038,C-39,S-8,2023-09-23,2
2031,P-1045,C-13,S-2,2023-09-23,7
3454,P-1018,C-38,S-6,2023-09-23,10
4443,P-1081,C-17,S-3,2023-09-23,9
3785,P-1090,C-13,S-6,2023-09-23,2
3855,P-1046,C-31,S-2,2023-09-23,9
4197,P-1043,C-43,S-7,2023-09-23,3
4673,P-1051,C-31,S-5,2023-09-23,4
5209,P-1024,C-47,S-1,2023-09-23,7
6397,P-1006,C-14,S-9,2023-09-23,8
6512,P-1033,C-15,S-6,2023-09-23,2
5760,P-1078,C-13,S-8,2023-09-23,3
7142,P-1085,C-46,S-5,2023-09-23,5
7216,P-1029,C-39,S-8,2023-09-23,5
7703,P-1052,C-34,S-3,2023-09-23,9
8620,P-1017,C-35,S-7,2023-09-23,4
9588,P-1069,C-4,S-5,2023-09-23,6
8777,P-1000,C-41,S-9,2023-09-23,10
8929,P-1034,C-33,S-5,2023-09-23,4
1076,P-1035,C-27,S-8,2023-09-22,10
1342,P-1095,C-32,S-6,2023-09-22,7
2377,P-1010,C-3,S-4,2023-09-22,9
2568,P-1041,C-30,S-3,2023-09-22,8
2136,P-1014,C-32,S-9,2023-09-22,9
3484,P-1010,C-25,S-5,2023-09-22,8
3644,P-1022,C-21,S-10,2023-09-22,7
3127,P-1070,C-34,S-1,2023-09-22,7
3400,P-1046,C-35,S-2,2023-09-22,3
4427,P-1032,C-43,S-1,2023-09-22,2
4229,P-1055,C-23,S-7,2023-09-22,5
5458,P-1052,C-1,S-9,2023-09-22,9
6394,P-1006,C-28,S-6,2023-09-22,8
5827,P-1054,C-42,S-7,2023-09-22,7
7608,P-1019,C-8,S-7,2023-09-22,8
7613,P-1069,C-35,S-5,2023-09-22,2
6732,P-1005,C-42,S-3,2023-09-22,4
8556,P-1026,C-24,S-9,2023-09-22,2
8106,P-1035,C-49,S-3,2023-09-22,3
9387,P-1021,C-11,S-3,2023-09-22,5
9163,P-1065,C-26,S-8,2023-09-22,5
9726,P-1038,C-2,S-2,2023-09-22,6
9728,P-1005,C-28,S-4,2023-09-22,10
9794,P-1064,C-26,S-7,2023-09-22,6
122,P-1011,C-48,S-8,2023-09-21,1
427,P-1069,C-47,S-5,2023-09-21,4
737,P-1044,C-47,S-1,2023-09-21,8
1017,P-1014,C-19,S-4,2023-09-21,4
1109,P-1039,C-39,S-6,2023-09-21,1
2378,P-1004,C-12,S-4,2023-09-21,2
2133,P-1023,C-5,S-6,2023-09-21,10
2674,P-1049,C-35,S-6,2023-09-21,6
2710,P-1050,C-47,S-6,2023-09-21,3
3514,P-1048,C-3,S-7,2023-09-21,4
2793,P-1021,C-42,S-5,2023-09-21,2
2943,P-1068,C-6,S-4,2023-09-21,2
3175,P-1083,C-13,S-2,2023-09-21,4
3794,P-1026,C-26,S-3,2023-09-21,3
3857,P-1002,C-26,S-6,2023-09-21,2
4167,P-1008,C-48,S-10,2023-09-21,5
5621,P-1065,C-27,S-7,2023-09-21,9
5002,P-1061,C-32,S-1,2023-09-21,7
5236,P-1081,C-46,S-9,2023-09-21,4
6327,P-1062,C-49,S-10,2023-09-21,6
6541,P-1004,C-41,S-5,2023-09-21,3
5726,P-1059,C-23,S-9,2023-09-21,4
6301,P-1020,C-18,S-6,2023-09-21,1
7174,P-1080,C-36,S-8,2023-09-21,5
7196,P-1085,C-4,S-3,2023-09-21,2
8424,P-1053,C-45,S-1,2023-09-21,8
7671,P-1006,C-38,S-7,2023-09-21,1
7736,P-1000,C-27,S-8,2023-09-21,3
7973,P-1015,C-30,S-4,2023-09-21,9
8170,P-1097,C-3,S-9,2023-09-21,1
9567,P-1098,C-34,S-3,2023-09-21,10
8811,P-1020,C-44,S-8,2023-09-21,4
9119,P-1017,C-36,S-4,2023-09-21,3
9816,P-1060,C-42,S-9,2023-09-21,2
204,P-1067,C-6,S-6,2023-09-20,7
677,P-1084,C-27,S-2,2023-09-20,2
728,P-1030,C-5,S-6,2023-09-20,9
1707,P-1063,C-38,S-5,2023-09-20,8
1297,P-1049,C-2,S-4,2023-09-20,4
1393,P-1084,C-17,S-5,2023-09-20,9
1758,P-1077,C-12,S-4,2023-09-20,6
4407,P-1044,C-32,S-2,2023-09-20,10
3884,P-1088,C-28,S-2,2023-09-20,3
5437,P-1086,C-4,S-1,2023-09-20,5
5268,P-1088,C-2,S-6,2023-09-20,6
5741,P-1003,C-32,S-3,2023-09-20,2
6643,P-1060,C-15,S-6,2023-09-20,5
7025,P-1004,C-3,S-9,2023-09-20,6
7051,P-1018,C-47,S-2,2023-09-20,10
7228,P-1030,C-45,S-1,2023-09-20,7
7248,P-1078,C-32,S-3,2023-09-20,8
8242,P-1010,C-46,S-2,2023-09-20,5
8269,P-1059,C-48,S-4,2023-09-20,7
9375,P-1005,C-7,S-9,2023-09-20,4
608,P-1057,C-42,S-4,2023-09-19,6
173,P-1092,C-21,S-9,2023-09-19,2
1058,P-1085,C-11,S-1,2023-09-19,5
1144,P-1000,C-50,S-4,2023-09-19,8
1149,P-1081,C-32,S-4,2023-09-19,5
1245,P-1011,C-15,S-5,2023-09-19,8
2231,P-1021,C-28,S-8,2023-09-19,2
2334,P-1028,C-14,S-7,2023-09-19,3
3429,P-1047,C-33,S-8,2023-09-19,7
3440,P-1095,C-32,S-8,2023-09-19,9
3231,P-1039,C-38,S-4,2023-09-19,5
3344,P-1009,C-20,S-7,2023-09-19,4
4542,P-1067,C-36,S-9,2023-09-19,7
4570,P-1001,C-10,S-8,2023-09-19,1
5475,P-1059,C-36,S-7,2023-09-19,2
5648,P-1028,C-13,S-5,2023-09-19,8
4832,P-1027,C-48,S-8,2023-09-19,5
5076,P-1019,C-38,S-2,2023-09-19,4
5299,P-1069,C-30,S-6,2023-09-19,5
6352,P-1012,C-44,S-6,2023-09-19,2
6564,P-1085,C-6,S-8,2023-09-19,1
5696,P-1037,C-25,S-9,2023-09-19,6
6832,P-1091,C-37,S-9,2023-09-19,6
7322,P-1047,C-17,S-6,2023-09-19,1
8439,P-1087,C-39,S-4,2023-09-19,4
8564,P-1035,C-19,S-5,2023-09-19,2
9432,P-1085,C-44,S-6,2023-09-19,8
9447,P-1069,C-4,S-4,2023-09-19,3
9511,P-1011,C-18,S-3,2023-09-19,5
8789,P-1088,C-28,S-8,2023-09-19,9
8931,P-1054,C-13,S-4,2023-09-19,1
242,P-1098,C-11,S-8,2023-09-18,1
1488,P-1065,C-39,S-5,2023-09-18,8
2406,P-1077,C-19,S-4,2023-09-18,5
2550,P-1014,C-41,S-7,2023-09-18,9
2369,P-1009,C-40,S-10,2023-09-18,7
3181,P-1092,C-31,S-6,2023-09-18,2
4368,P-1016,C-3,S-9,2023-09-18,10
4560,P-1019,C-34,S-10,2023-09-18,8
4602,P-1002,C-21,S-9,2023-09-18,7
3936,P-1090,C-38,S-2,2023-09-18,8
4846,P-1062,C-8,S-5,2023-09-18,2
5194,P-1026,C-9,S-7,2023-09-18,10
5231,P-1030,C-10,S-2,2023-09-18,6
6525,P-1055,C-32,S-3,2023-09-18,3
6674,P-1044,C-39,S-9,2023-09-18,6
7461,P-1095,C-37,S-9,2023-09-18,3
7705,P-1034,C-18,S-4,2023-09-18,1
7734,P-1072,C-41,S-2,2023-09-18,4
7915,P-1079,C-40,S-9,2023-09-18,5
8224,P-1043,C-17,S-9,2023-09-18,2
9392,P-1013,C-44,S-3,2023-09-18,3
9583,P-1080,C-23,S-5,2023-09-18,5
8747,P-1066,C-15,S-4,2023-09-18,10
557,P-1005,C-9,S-7,2023-09-17,9
25,P-1035,C-8,S-7,2023-09-17,7
386,P-1063,C-26,S-7,2023-09-17,10
409,P-1089,C-4,S-4,2023-09-17,5
1605,P-1078,C-31,S-3,2023-09-17,2
1661,P-1092,C-19,S-5,2023-09-17,4
1025,P-1087,C-5,S-2,2023-09-17,7
3678,P-1046,C-31,S-9,2023-09-17,2
3297,P-1073,C-5,S-9,2023-09-17,6
3690,P-1085,C-47,S-5,2023-09-17,3
3774,P-1020,C-31,S-7,2023-09-17,3
4115,P-1006,C-6,S-10,2023-09-17,2
4127,P-1061,C-4,S-3,2023-09-17,4
5460,P-1032,C-31,S-8,2023-09-17,8
4902,P-1090,C-23,S-10,2023-09-17,9
4944,P-1024,C-50,S-3,2023-09-17,8
4997,P-1080,C-9,S-8,2023-09-17,5
5027,P-1011,C-2,S-9,2023-09-17,2
6367,P-1047,C-2,S-4,2023-09-17,1
6459,P-1066,C-33,S-7,2023-09-17,9
6515,P-1087,C-4,S-4,2023-09-17,2
5904,P-1028,C-41,S-6,2023-09-17,9
5990,P-1086,C-13,S-3,2023-09-17,3
6076,P-1042,C-50,S-7,2023-09-17,6
6887,P-1082,C-23,S-9,2023-09-17,9
8325,P-1012,C-3,S-9,2023-09-17,6
8485,P-1084,C-24,S-2,2023-09-17,8
7977,P-1024,C-16,S-2,2023-09-17,3
9073,P-1003,C-44,S-5,2023-09-17,3
9686,P-1024,C-34,S-9,2023-09-17,4
9810,P-1020,C-42,S-1,2023-09-17,6
574,P-1014,C-35,S-2,2023-09-16,5
604,P-1035,C-26,S-8,2023-09-16,5
437,P-1037,C-11,S-3,2023-09-16,3
1648,P-1057,C-9,S-4,2023-09-16,4
941,P-1079,C-12,S-2,2023-09-16,6
972,P-1023,C-24,S-9,2023-09-16,7
1215,P-1023,C-13,S-7,2023-09-16,4
2480,P-1062,C-11,S-3,2023-09-16,5
2501,P-1006,C-16,S-2,2023-09-16,6
2577,P-1059,C-33,S-6,2023-09-16,8
2620,P-1005,C-39,S-3,2023-09-16,7
4378,P-1073,C-25,S-8,2023-09-16,5
4493,P-1005,C-49,S-3,2023-09-16,8
4518,P-1026,C-5,S-7,2023-09-16,8
3872,P-1095,C-4,S-6,2023-09-16,4
4004,P-1046,C-8,S-1,2023-09-16,10
4699,P-1058,C-37,S-4,2023-09-16,1
4885,P-1088,C-6,S-8,2023-09-16,3
5127,P-1087,C-15,S-6,2023-09-16,7
5187,P-1050,C-19,S-3,2023-09-16,9
5716,P-1036,C-3,S-8,2023-09-16,6
7199,P-1089,C-23,S-9,2023-09-16,8
7637,P-1091,C-43,S-6,2023-09-16,2
7881,P-1038,C-9,S-9,2023-09-16,7
8815,P-1037,C-35,S-6,2023-09-16,4
9019,P-1080,C-10,S-2,2023-09-16,5
9084,P-1048,C-14,S-2,2023-09-16,7
9849,P-1074,C-14,S-6,2023-09-16,6
9920,P-1004,C-22,S-4,2023-09-16,9
958,P-1028,C-34,S-2,2023-09-15,6
1433,P-1015,C-37,S-7,2023-09-15,5
2515,P-1007,C-39,S-5,2023-09-15,9
1897,P-1068,C-47,S-8,2023-09-15,7
2206,P-1097,C-46,S-3,2023-09-15,8
2794,P-1080,C-32,S-3,2023-09-15,2
2863,P-1017,C-43,S-6,2023-09-15,10
2928,P-1004,C-12,S-4,2023-09-15,6
3888,P-1000,C-37,S-9,2023-09-15,9
4311,P-1024,C-8,S-6,2023-09-15,4
4325,P-1092,C-48,S-4,2023-09-15,7
5658,P-1053,C-46,S-1,2023-09-15,3
4935,P-1004,C-15,S-9,2023-09-15,4
5168,P-1030,C-6,S-5,2023-09-15,2
5835,P-1070,C-19,S-3,2023-09-15,3
7428,P-1023,C-47,S-2,2023-09-15,8
7457,P-1058,C-12,S-9,2023-09-15,10
6843,P-1016,C-32,S-5,2023-09-15,3
7303,P-1081,C-50,S-5,2023-09-15,5
8434,P-1068,C-47,S-10,2023-09-15,4
8442,P-1022,C-20,S-6,2023-09-15,9
7695,P-1074,C-43,S-1,2023-09-15,4
7769,P-1097,C-16,S-2,2023-09-15,8
7900,P-1054,C-11,S-3,2023-09-15,6
7917,P-1034,C-3,S-6,2023-09-15,5
7943,P-1014,C-36,S-3,2023-09-15,7
8603,P-1036,C-49,S-7,2023-09-15,5
9778,P-1033,C-19,S-2,2023-09-15,10
9886,P-1047,C-39,S-3,2023-09-15,4
501,P-1051,C-19,S-7,2023-09-14,3
732,P-1006,C-18,S-8,2023-09-14,2
2518,P-1018,C-11,S-6,2023-09-14,4
2105,P-1005,C-31,S-4,2023-09-14,9
2154,P-1001,C-44,S-7,2023-09-14,3
2177,P-1079,C-3,S-4,2023-09-14,8
2289,P-1088,C-38,S-10,2023-09-14,3
2326,P-1057,C-25,S-3,2023-09-14,4
2343,P-1018,C-12,S-4,2023-09-14,4
3586,P-1051,C-26,S-9,2023-09-14,9
3287,P-1074,C-11,S-10,2023-09-14,8
4729,P-1077,C-17,S-7,2023-09-14,4
6373,P-1001,C-45,S-6,2023-09-14,9
6396,P-1016,C-2,S-10,2023-09-14,7
5931,P-1023,C-17,S-3,2023-09-14,5
6652,P-1002,C-7,S-8,2023-09-14,4
6678,P-1028,C-49,S-4,2023-09-14,9
7498,P-1021,C-13,S-7,2023-09-14,5
7512,P-1070,C-32,S-7,2023-09-14,10
7522,P-1072,C-44,S-7,2023-09-14,5
7527,P-1017,C-42,S-6,2023-09-14,9
6859,P-1001,C-34,S-6,2023-09-14,9
8454,P-1008,C-3,S-7,2023-09-14,9
8499,P-1078,C-2,S-9,2023-09-14,9
8045,P-1035,C-31,S-6,2023-09-14,10
8207,P-1045,C-9,S-7,2023-09-14,5
8613,P-1074,C-38,S-5,2023-09-14,2
9501,P-1092,C-13,S-8,2023-09-14,9
9004,P-1096,C-43,S-4,2023-09-14,2
624,P-1000,C-8,S-10,2023-09-13,7
81,P-1036,C-47,S-5,2023-09-13,5
747,P-1046,C-18,S-4,2023-09-13,9
1694,P-1073,C-16,S-2,2023-09-13,8
837,P-1091,C-33,S-9,2023-09-13,4
1081,P-1050,C-19,S-10,2023-09-13,1
2804,P-1006,C-35,S-2,2023-09-13,5
2858,P-1076,C-43,S-7,2023-09-13,5
4530,P-1015,C-29,S-5,2023-09-13,5
3950,P-1097,C-48,S-6,2023-09-13,7
4090,P-1098,C-18,S-7,2023-09-13,6
5431,P-1005,C-40,S-5,2023-09-13,6
5558,P-1076,C-41,S-7,2023-09-13,8
5592,P-1048,C-23,S-1,2023-09-13,9
4892,P-1008,C-35,S-10,2023-09-13,5
4927,P-1006,C-43,S-2,2023-09-13,6
5189,P-1095,C-19,S-5,2023-09-13,3
5264,P-1002,C-37,S-6,2023-09-13,8
5780,P-1006,C-7,S-1,2023-09-13,2
7535,P-1068,C-16,S-6,2023-09-13,8
7299,P-1090,C-13,S-3,2023-09-13,1
7772,P-1088,C-5,S-8,2023-09-13,2
9411,P-1097,C-31,S-3,2023-09-13,4
8820,P-1037,C-45,S-7,2023-09-13,8
8874,P-1044,C-21,S-9,2023-09-13,4
8876,P-1044,C-20,S-9,2023-09-13,4
9010,P-1087,C-20,S-4,2023-09-13,7
52,P-1072,C-37,S-4,2023-09-12,5
356,P-1080,C-45,S-7,2023-09-12,9
697,P-1020,C-49,S-7,2023-09-12,4
1647,P-1036,C-16,S-8,2023-09-12,3
990,P-1006,C-45,S-8,2023-09-12,9
1085,P-1098,C-17,S-5,2023-09-12,8
2555,P-1007,C-4,S-6,2023-09-12,3
1927,P-1096,C-43,S-2,2023-09-12,8
1947,P-1016,C-43,S-10,2023-09-12,7
3445,P-1083,C-41,S-2,2023-09-12,9
2877,P-1020,C-15,S-10,2023-09-12,8
3933,P-1078,C-16,S-6,2023-09-12,1
4059,P-1031,C-19,S-5,2023-09-12,4
4168,P-1070,C-44,S-6,2023-09-12,8
4824,P-1098,C-7,S-7,2023-09-12,2
4928,P-1037,C-45,S-4,2023-09-12,8
4980,P-1097,C-35,S-9,2023-09-12,4
5199,P-1028,C-5,S-4,2023-09-12,9
6377,P-1004,C-2,S-5,2023-09-12,4
6128,P-1080,C-4,S-2,2023-09-12,7
6140,P-1029,C-8,S-7,2023-09-12,2
6209,P-1046,C-2,S-8,2023-09-12,10
8471,P-1064,C-21,S-6,2023-09-12,9
8510,P-1061,C-7,S-4,2023-09-12,3
8531,P-1096,C-34,S-10,2023-09-12,9
7961,P-1037,C-13,S-8,2023-09-12,4
8006,P-1084,C-24,S-8,2023-09-12,5
8635,P-1057,C-29,S-8,2023-09-12,1
9612,P-1057,C-40,S-4,2023-09-12,9
8974,P-1009,C-23,S-6,2023-09-12,3
9890,P-1023,C-35,S-4,2023-09-12,9
633,P-1005,C-11,S-2,2023-09-11,6
1509,P-1053,C-34,S-6,2023-09-11,2
2385,P-1085,C-10,S-8,2023-09-11,2
2489,P-1044,C-37,S-3,2023-09-11,8
2630,P-1083,C-35,S-5,2023-09-11,5
2635,P-1096,C-15,S-9,2023-09-11,9
1934,P-1043,C-43,S-8,2023-09-11,1
2159,P-1005,C-46,S-4,2023-09-11,7
2755,P-1049,C-33,S-2,2023-09-11,5
5486,P-1049,C-8,S-5,2023-09-11,4
5899,P-1028,C-12,S-2,2023-09-11,9
5965,P-1006,C-27,S-3,2023-09-11,1
6144,P-1079,C-1,S-9,2023-09-11,4
6773,P-1042,C-3,S-9,2023-09-11,3
6799,P-1028,C-15,S-1,2023-09-11,6
6931,P-1024,C-29,S-3,2023-09-11,6
7357,P-1011,C-5,S-4,2023-09-11,8
8410,P-1012,C-6,S-7,2023-09-11,8
8658,P-1090,C-15,S-3,2023-09-11,7
9012,P-1067,C-23,S-3,2023-09-11,7
187,P-1015,C-13,S-2,2023-09-10,7
381,P-1005,C-28,S-6,2023-09-10,5
514,P-1013,C-38,S-4,2023-09-10,5
1171,P-1094,C-21,S-6,2023-09-10,5
2608,P-1080,C-21,S-3,2023-09-10,8
1757,P-1086,C-13,S-9,2023-09-10,6
1877,P-1069,C-28,S-5,2023-09-10,9
2001,P-1091,C-39,S-5,2023-09-10,10
3628,P-1086,C-20,S-9,2023-09-10,5
3202,P-1091,C-4,S-6,2023-09-10,8
4010,P-1067,C-35,S-7,2023-09-10,1
4151,P-1061,C-13,S-5,2023-09-10,2
4228,P-1035,C-48,S-4,2023-09-10,9
5061,P-1014,C-28,S-8,2023-09-10,10
5335,P-1053,C-28,S-7,2023-09-10,2
5377,P-1075,C-23,S-5,2023-09-10,3
6321,P-1083,C-21,S-3,2023-09-10,8
7278,P-1033,C-28,S-6,2023-09-10,5
8480,P-1059,C-7,S-10,2023-09-10,2
8489,P-1034,C-42,S-8,2023-09-10,5
8188,P-1062,C-28,S-1,2023-09-10,6
8610,P-1068,C-27,S-9,2023-09-10,4
8969,P-1027,C-48,S-4,2023-09-10,8
9125,P-1058,C-49,S-7,2023-09-10,5
9675,P-1017,C-8,S-9,2023-09-10,5
9841,P-1011,C-18,S-4,2023-09-10,4
8,P-1068,C-16,S-9,2023-09-09,9
399,P-1039,C-31,S-2,2023-09-09,5
1672,P-1029,C-43,S-4,2023-09-09,7
1361,P-1058,C-10,S-5,2023-09-09,10
1887,P-1028,C-31,S-8,2023-09-09,5
3051,P-1087,C-33,S-2,2023-09-09,4
3825,P-1089,C-35,S-2,2023-09-09,7
4119,P-1089,C-29,S-6,2023-09-09,5
4333,P-1028,C-15,S-4,2023-09-09,5
4671,P-1049,C-7,S-3,2023-09-09,9
5467,P-1068,C-2,S-7,2023-09-09,9
5519,P-1073,C-49,S-10,2023-09-09,8
4829,P-1054,C-13,S-3,2023-09-09,4
4871,P-1032,C-49,S-2,2023-09-09,5
5247,P-1021,C-27,S-9,2023-09-09,9
5317,P-1079,C-17,S-8,2023-09-09,10
5359,P-1075,C-37,S-5,2023-09-09,10
6544,P-1062,C-17,S-4,2023-09-09,9
6558,P-1045,C-46,S-6,2023-09-09,2
6176,P-1009,C-15,S-10,2023-09-09,6
6631,P-1000,C-6,S-9,2023-09-09,9
6891,P-1048,C-34,S-8,2023-09-09,5
8670,P-1013,C-41,S-2,2023-09-09,2
9357,P-1080,C-22,S-2,2023-09-09,4
9465,P-1098,C-11,S-5,2023-09-09,1
8804,P-1070,C-37,S-5,2023-09-09,7
8934,P-1008,C-29,S-10,2023-09-09,4
9121,P-1071,C-41,S-6,2023-09-09,8
9792,P-1072,C-2,S-5,2023-09-09,8
188,P-1036,C-16,S-6,2023-09-08,2
271,P-1033,C-6,S-2,2023-09-08,8
410,P-1095,C-47,S-6,2023-09-08,3
1597,P-1016,C-39,S-2,2023-09-08,7
1260,P-1003,C-36,S-10,2023-09-08,9
2450,P-1018,C-38,S-7,2023-09-08,5
1720,P-1046,C-2,S-2,2023-09-08,9
2358,P-1084,C-21,S-9,2023-09-08,5
2668,P-1059,C-23,S-9,2023-09-08,3
2767,P-1095,C-48,S-9,2023-09-08,3
3506,P-1010,C-10,S-3,2023-09-08,10
2799,P-1069,C-4,S-10,2023-09-08,8
4777,P-1048,C-15,S-2,2023-09-08,3
5306,P-1073,C-24,S-9,2023-09-08,9
6443,P-1007,C-44,S-5,2023-09-08,6
6052,P-1021,C-8,S-10,2023-09-08,7
7007,P-1045,C-26,S-1,2023-09-08,6
8385,P-1056,C-39,S-4,2023-09-08,4
8490,P-1057,C-32,S-7,2023-09-08,9
8805,P-1092,C-1,S-8,2023-09-08,4
8909,P-1077,C-14,S-3,2023-09-08,8
9241,P-1064,C-41,S-7,2023-09-08,7
9249,P-1046,C-49,S-8,2023-09-08,3
9656,P-1035,C-20,S-3,2023-09-08,5
9739,P-1034,C-11,S-7,2023-09-08,2
1,P-1036,C-27,S-5,2023-09-07,5
415,P-1037,C-42,S-7,2023-09-07,2
1588,P-1066,C-29,S-3,2023-09-07,1
907,P-1072,C-30,S-7,2023-09-07,9
1053,P-1014,C-30,S-3,2023-09-07,9
1340,P-1052,C-40,S-3,2023-09-07,3
1979,P-1037,C-31,S-6,2023-09-07,7
4439,P-1043,C-34,S-7,2023-09-07,10
3770,P-1050,C-15,S-3,2023-09-07,4
4342,P-1030,C-44,S-2,2023-09-07,6
6468,P-1069,C-27,S-1,2023-09-07,9
5812,P-1045,C-19,S-5,2023-09-07,2
5921,P-1098,C-46,S-4,2023-09-07,2
6173,P-1052,C-36,S-3,2023-09-07,4
6179,P-1061,C-18,S-2,2023-09-07,7
6182,P-1050,C-5,S-1,2023-09-07,4
7661,P-1049,C-45,S-3,2023-09-07,2
8052,P-1023,C-46,S-8,2023-09-07,6
9488,P-1016,C-3,S-9,2023-09-07,8
9548,P-1034,C-25,S-6,2023-09-07,4
9606,P-1027,C-43,S-4,2023-09-07,5
8702,P-1066,C-14,S-10,2023-09-07,5
8803,P-1067,C-17,S-8,2023-09-07,4
8913,P-1034,C-38,S-3,2023-09-07,8
9045,P-1019,C-40,S-7,2023-09-07,3
9067,P-1068,C-44,S-9,2023-09-07,8
9668,P-1030,C-7,S-7,2023-09-07,4
9734,P-1056,C-6,S-2,2023-09-07,5
117,P-1014,C-8,S-8,2023-09-06,3
366,P-1008,C-11,S-6,2023-09-06,5
872,P-1096,C-4,S-5,2023-09-06,9
1406,P-1035,C-17,S-4,2023-09-06,2
1858,P-1002,C-43,S-6,2023-09-06,7
2008,P-1020,C-25,S-3,2023-09-06,7
2688,P-1089,C-19,S-6,2023-09-06,8
3395,P-1080,C-28,S-10,2023-09-06,3
4488,P-1011,C-39,S-6,2023-09-06,9
4113,P-1079,C-2,S-2,2023-09-06,3
4863,P-1069,C-12,S-3,2023-09-06,5
7432,P-1029,C-21,S-2,2023-09-06,6
7445,P-1045,C-9,S-4,2023-09-06,4
7495,P-1003,C-21,S-9,2023-09-06,1
6818,P-1042,C-1,S-8,2023-09-06,3
6848,P-1065,C-33,S-3,2023-09-06,4
6884,P-1030,C-20,S-1,2023-09-06,8
8475,P-1000,C-16,S-7,2023-09-06,4
7864,P-1005,C-13,S-6,2023-09-06,3
8567,P-1048,C-38,S-4,2023-09-06,1
9592,P-1074,C-33,S-6,2023-09-06,8
8951,P-1091,C-45,S-10,2023-09-06,6
578,P-1092,C-40,S-5,2023-09-05,8
1499,P-1068,C-45,S-3,2023-09-05,9
1187,P-1071,C-3,S-2,2023-09-05,3
1257,P-1014,C-24,S-4,2023-09-05,9
1320,P-1042,C-44,S-1,2023-09-05,5
1374,P-1067,C-25,S-5,2023-09-05,9
1726,P-1040,C-3,S-8,2023-09-05,9
1774,P-1095,C-49,S-6,2023-09-05,10
1876,P-1052,C-23,S-7,2023-09-05,4
1918,P-1097,C-37,S-2,2023-09-05,10
1921,P-1013,C-9,S-7,2023-09-05,7
2131,P-1001,C-9,S-8,2023-09-05,5
2260,P-1093,C-5,S-7,2023-09-05,6
2675,P-1058,C-8,S-8,2023-09-05,2
3524,P-1088,C-19,S-5,2023-09-05,8
4491,P-1073,C-49,S-5,2023-09-05,8
3848,P-1051,C-1,S-3,2023-09-05,2
4097,P-1081,C-34,S-7,2023-09-05,2
4112,P-1061,C-29,S-9,2023-09-05,9
4260,P-1087,C-49,S-1,2023-09-05,3
4732,P-1062,C-8,S-4,2023-09-05,3
5503,P-1019,C-16,S-7,2023-09-05,1
5291,P-1016,C-2,S-3,2023-09-05,2
5845,P-1038,C-37,S-8,2023-09-05,3
5850,P-1084,C-26,S-10,2023-09-05,4
5878,P-1035,C-30,S-7,2023-09-05,4
6971,P-1079,C-32,S-2,2023-09-05,5
7151,P-1007,C-17,S-6,2023-09-05,3
7246,P-1029,C-42,S-10,2023-09-05,3
7313,P-1090,C-17,S-5,2023-09-05,5
7689,P-1050,C-10,S-10,2023-09-05,4
7990,P-1059,C-36,S-7,2023-09-05,7
8146,P-1025,C-44,S-3,2023-09-05,6
8162,P-1008,C-31,S-2,2023-09-05,8
9105,P-1069,C-34,S-3,2023-09-05,9
9642,P-1016,C-39,S-1,2023-09-05,6
9782,P-1071,C-43,S-6,2023-09-05,2
303,P-1029,C-3,S-4,2023-09-04,2
761,P-1043,C-13,S-3,2023-09-04,8
879,P-1055,C-20,S-8,2023-09-04,2
3005,P-1091,C-41,S-6,2023-09-04,1
3318,P-1041,C-34,S-10,2023-09-04,4
4446,P-1005,C-19,S-8,2023-09-04,8
3734,P-1093,C-46,S-7,2023-09-04,1
3741,P-1063,C-26,S-6,2023-09-04,2
4242,P-1083,C-22,S-6,2023-09-04,2
4877,P-1012,C-2,S-6,2023-09-04,3
6172,P-1058,C-31,S-4,2023-09-04,3
7155,P-1008,C-48,S-2,2023-09-04,7
8403,P-1024,C-10,S-3,2023-09-04,5
8581,P-1034,C-47,S-7,2023-09-04,4
8600,P-1083,C-11,S-4,2023-09-04,3
9386,P-1045,C-19,S-4,2023-09-04,6
9458,P-1093,C-40,S-6,2023-09-04,9
9240,P-1088,C-4,S-4,2023-09-04,6
9941,P-1077,C-17,S-10,2023-09-04,8
9959,P-1059,C-25,S-1,2023-09-04,8
178,P-1094,C-28,S-7,2023-09-03,9
209,P-1073,C-36,S-9,2023-09-03,8
259,P-1040,C-23,S-7,2023-09-03,6
781,P-1065,C-35,S-10,2023-09-03,7
1401,P-1077,C-22,S-6,2023-09-03,7
2753,P-1096,C-44,S-8,2023-09-03,5
3778,P-1035,C-12,S-6,2023-09-03,7
3910,P-1031,C-25,S-8,2023-09-03,3
3952,P-1059,C-9,S-7,2023-09-03,5
4132,P-1092,C-18,S-6,2023-09-03,3
5426,P-1039,C-5,S-3,2023-09-03,7
5397,P-1095,C-20,S-6,2023-09-03,7
6504,P-1066,C-19,S-1,2023-09-03,7
5756,P-1023,C-5,S-6,2023-09-03,1
6214,P-1026,C-36,S-4,2023-09-03,9
7397,P-1011,C-20,S-1,2023-09-03,5
7418,P-1097,C-46,S-9,2023-09-03,6
6802,P-1061,C-46,S-4,2023-09-03,2
7029,P-1088,C-18,S-3,2023-09-03,6
7645,P-1073,C-40,S-10,2023-09-03,3
7688,P-1045,C-16,S-6,2023-09-03,6
9497,P-1079,C-15,S-3,2023-09-03,6
9352,P-1083,C-15,S-3,2023-09-03,2
